InvoiceNo,StockCode,Quantity,UnitPrice
538201,22396,1,1.25
538202,82483,2,5.95
538203,85014A,6,5.95
538204,21911,12,1.65
538205,15056BL,1,5.95
538206,90200B,2,4.25
538207,22747,1,2.1
538208,20749,1,7.95
538209,85086A,1,0.85
538210,21245,8,1.69
538211,22942,2,8.5
538216,22187,4,4.25
538240,22816,24,0.42
538241,21431,-21,0.0
538247,79067,-145,0.0
538248,84378,1,1.25
538249,85084,25,0.0
538250,22474,1,4.95
538252,82494L,6,2.95
538255,22909,12,0.85
538260,22966,12,1.25
538263,21479,4,3.75
538268,22689,2,7.95
538279,21326,192,0.55
538280,21143,84,1.95
538283,22439,2,0.65
538288,21034,2,0.95
538296,22111,12,4.95
538306,48138,30,6.75
538307,22191,1,8.5
538308,84832,36,0.85
538309,85048,1,7.95
538310,22367,8,1.95
538311,20728,10,1.65
538312,22077,10,1.65
538313,21889,24,1.25
C538314,22586,-47,0.85
538327,84380,1,1.25
C538341,84380,-1,1.25
538342,22586,47,0.85
538343,22311,6,2.95
C538344,22867,-12,2.1
538345,22798,8,2.95
538346,21164,6,2.95
538347,22751,3,3.75
538348,22734,30,0.0
538349,10135,1,2.51
C538350,85123A,-1,2.55
538351,20676,1,3.36
538352,15056BL,3,5.95
538353,47599B,100,1.69
538354,85230E,24,0.29
538355,22943,2,4.95
538356,21730,18,4.25
C538357,35924,-144,1.69
538358,21928,1,1.95
538359,35958,2,0.0
538360,35004P,1,0.0
538361,22193,1,8.5
C538362,21212,-30,0.55
538363,35598B,4,2.95
538364,22553,2,1.65
538365,22469,8,1.65
538366,22169,15,7.65
538367,20725,10,1.65
538368,22420,1,0.42
538369,90200B,1,4.25
538370,84946,6,1.25
538371,82486,2,7.95
C538372,82582,-3,2.1
C538373,20985,-12,1.25
538374,85099F,2,1.95
C538375,22220,-1,9.95
C538376,20728,-1,1.65
C538377,22055,-1,1.65
538378,82599,5,2.1
538379,22960,1,4.25
538382,22752,1,8.5
538397,22961,60,1.45
538403,84949,12,1.65
538409,85152,1,2.1
538417,22745,3,2.1
538418,22911,3,2.95
538419,82484,2,6.45
538420,17096,1728,0.17
538421,16218,5,0.16
538437,85099C,2,1.95
538449,37449,1,9.95
538453,84558A,1,2.95
C538463,37449,-1,9.95
538470,22055,1,1.65
538473,82583,12,2.1
538488,21027,5,1.25
538497,22118,1,4.95
538499,20748,3,12.75
538501,82483,2,5.95
C538500,82484,-2,6.45
538503,22423,16,10.95
538504,84882,3,3.75
538507,22161,38,0.65
538508,21463,10,2.5
538509,21034,1,0.95
538510,22739,1,1.65
538511,22625,5,8.5
538512,22424,2,12.75
538513,21485,1,4.95
538514,22689,1,7.95
538515,22622,24,8.5
538516,22112,48,4.25
538517,22491,6,0.85
538518,90200C,1,4.25
538519,22802,1,19.95
538520,22802,1,19.95
538521,21754,3,5.95
538522,20801,32,0.75
538523,82616C,6,2.95
538524,10002,2,1.66
538525,84347,36,2.55
538526,85035B,288,1.25
538527,22130,12,0.85
538528,21868,12,1.25
538529,22837,4,4.65
C538530,22630,-33,1.95
538532,84946,36,1.25
538533,85227,1,0.85
C538531,21430,-2,3.75
538534,22834,48,0.85
538535,22469,40,1.45
C538536,22834,-48,0.85
538537,22795,16,5.95
538541,22086,40,2.55
538557,82486,2,7.95
538558,21390,2,1.25
538565,21034,2,0.95
538566,21484,1,7.62
538567,20675,8,1.25
538576,22844,2,8.5
538591,21262,6,2.95
538592,21030,1,1.25
538593,22710,50,0.42
538594,21100,10,1.65
C538595,82482,-2,2.55
538596,84029G,6,3.75
538597,16216,10,0.16
538625,22634,2,9.95
538626,84991,6,0.55
538627,22469,1,1.65
C538628,21452,-1,2.95
538629,22646,3,1.45
538630,20711,10,1.95
538631,21390,72,1.25
538633,84375,1,2.1
538634,22075,8,1.65
C538632,22423,-1,12.75
538635,84985A,1,1.45
538636,21136,16,1.69
538637,84947,6,1.25
538638,90162D,2,2.95
538639,20829,8,2.1
538640,22082,5,1.65
538641,20718,20,1.25
C538642,22636,-1,8.5
C538643,22636,-1,8.5
538644,22636,1,8.5
538645,22222,12,1.95
538646,22299,48,1.25
538648,21662,48,5.45
C538647,22781,-1,7.65
538649,22694,2,2.1
C538650,22778,-1,3.95
538651,22909,6,0.85
538652,16016,4,0.85
538653,22961,24,1.45
538654,22723,4,3.95
538655,84575A,1,5.95
538656,90125D,1,2.1
538657,48173C,2,7.95
538658,22371,1,4.25
538659,21351,2,6.75
538660,82482,36,2.1
538661,85035C,24,1.25
538662,20704,8,1.95
538663,22964,6,2.1
538664,20802,36,0.42
538665,35095B,6,0.42
538666,22812,1,1.95
538667,21034,2,0.95
538668,21210,6,1.45
538669,21034,1,0.95
C538670,22114,-4,3.95
538671,22111,9,4.95
538678,22481,2,1.25
538679,84029E,4,3.75
C538680,BANK CHARGES,-1,966.92
C538681,M,-1,316.3
C538682,M,-1,1130.9
538683,22151,12,0.42
C538684,21258,-1,12.75
538685,POST,1,15.0
C538686,22467,-1,2.55
538687,22961,96,1.25
538688,85099C,10,1.95
538689,47591D,8,1.95
C538690,21527,-1,7.95
C538691,22645,-2,1.45
C538692,22801,-1,3.75
C538693,79164,-3,1.65
C538694,21531,-2,2.55
C538695,22900,-1,2.95
C538696,22768,-1,8.5
538697,22222,24,1.95
C538698,22952,-24,0.55
C538699,35400,-4,7.95
C538700,85066,-2,12.75
C538701,22644,-1,1.45
C538702,84826,-60,0.85
C538703,84949,-3,1.65
C538704,22618,-2,9.95
C538705,21658,-1,3.95
538706,22153,48,0.42
538707,22297,4,1.25
538708,22623,3,4.95
538709,22189,2,3.95
538710,22782,4,9.95
C538711,22460,-1,1.25
C538712,22941,-1,8.5
C538713,22838,-2,14.95
538714,22839,1,14.95
538715,22147,12,1.45
538716,22621,12,1.45
C538717,22457,-12,2.95
538719,22217,48,1.25
C538718,22178,-48,1.25
538721,22224,4,2.95
C538720,71053,-4,3.75
538722,22151,24,0.42
538724,22311,1,2.95
C538723,22333,-7,1.65
C538725,22680,-20,1.25
C538726,35832,-1,2.95
C538734,84352,-2,16.95
538744,20981,1,0.85
C538742,22386,-2,1.95
C538745,22142,-1,1.45
C538749,22776,-1,9.95
538753,21524,1,7.95
C538755,22423,-1,12.75
C538763,22107,-8,3.75
C538768,22686,-12,1.25
C538771,21463,-1,4.95
538778,84997D,2,3.75
538783,22795,16,5.95
538785,22932,6,2.55
C538794,21876,-1,1.25
538795,22834,12,2.1
538796,16156S,25,0.42
538797,22704,25,0.42
C538798,22114,-4,3.95
538799,22720,1,4.95
538800,21928,10,1.95
538801,21112,24,1.25
C538802,22960,-4,4.25
C538803,22508,-2,3.75
C538804,84945,-2,0.85
C538805,22623,-6,4.95
C538806,M,-1,4.25
538807,22759,1,1.65
538808,21584,1,1.65
538809,22571,96,0.72
538810,22960,1,4.25
538811,21429,16,1.65
538812,22422,12,0.65
C538813,21845,-2,2.95
538814,22891,1,4.25
538815,22844,2,8.5
538816,21258,8,10.95
538817,22701,24,0.85
538826,85123A,64,2.55
538827,84660A,60,1.25
538828,22969,96,1.25
538829,22834,384,0.85
538830,22962,24,0.72
538831,21319,36,1.45
538832,21668,12,1.25
C538833,21558,-1,2.55
C538834,22618,-1,9.95
538836,22197,6,0.85
538837,85135B,-40,0.0
538839,90214M,7,1.25
538841,21987,6,0.65
538843,22844,2,8.5
538844,22174,48,1.48
538845,21918,24,0.42
538846,18098C,2,2.95
C538847,85232B,-240,4.95
538848,85232B,240,4.95
538849,22906,3,1.65
538850,22940,4,4.25
538851,21955,2,7.95
538852,22689,1,7.95
538853,22306,6,1.95
538854,22837,12,4.65
538855,85135C,4,7.95
538856,22659,76,1.65
538857,82494L,24,2.55
538858,22508,16,3.39
538859,21559,60,2.1
538860,22456,4,4.95
538861,22444,460,0.0
538862,22914,2,4.95
538863,48187,1,7.95
538864,21479,24,3.39
538865,22796,2,9.95
538866,79302M,1,2.95
538867,20765,1,3.75
538868,21915,48,1.25
538869,20914,6,2.95
538870,22794,2,7.95
538871,22837,24,4.65
538872,22725,4,3.75
538873,22734,20,0.0
C538874,21877,-2,1.25
538875,22400,12,1.25
C538876,22272,-1,2.95
538877,20676,1,3.36
538878,22423,4,12.75
538879,84819,16,0.85
538880,22173,1,5.91
538881,21868,1,3.36
538883,22179,1,13.57
538884,18098c,2,5.06
C538882,21791,-12,1.25
538885,21110,3,6.75
538886,22083,6,2.95
C538887,21843,-1,10.95
538888,40016,24,0.42
C538889,22623,-3,4.95
538890,22708,25,0.42
C538891,21258,-3,10.95
538892,22465,12,1.45
538894,71053,2,3.75
538895,90210D,12,1.25
538896,84625A,24,0.85
C538897,D,-1,5.76
C538898,37503,-1,10.75
538899,84823,2,7.95
538900,21463,2,5.95
538901,22639,6,2.55
538902,10135,20,0.42
538903,22169,2,8.5
C538904,21527,-1,7.95
538905,22910,12,2.95
538906,21895,-5,0.0
538907,22835,4,4.65
538908,84375,12,2.1
538909,15060B,8,3.75
538910,22061,4,9.95
538917,21524,1,7.95
538935,22189,10,3.95
538942,22968,1,9.95
538943,84347,48,2.55
538944,85039B,12,1.65
538945,22634,8,8.5
538951,22383,1,1.65
538967,85199S,24,0.42
538968,22475,3,4.95
C538971,22153,-48,0.42
538991,82484,12,5.55
538992,22837,4,4.65
538993,21143,12,1.95
538994,22112,24,4.25
538995,85123A,32,2.55
538996,21527,6,7.95
C538997,21533,-1,4.25
538998,85178,36,1.25
538999,82484,12,5.55
539000,21054,3,8.95
539001,79321,24,4.25
539002,22837,2,4.65
C539003,D,-1,26.93
539004,20979,16,1.25
539005,22834,24,0.85
539006,84279P,12,3.39
539007,21329,2,1.65
539008,20749,8,7.95
539009,22358,4,2.95
539010,22469,3,1.65
539011,62096A,6,1.25
539012,22774,192,0.85
539013,22503,3,12.75
539014,M,48,0.32
539015,21034,3,0.95
539016,22109,16,3.39
539017,22722,4,3.95
539018,21495,25,0.42
539019,46000P,4,4.25
539030,18098C,6,2.95
539032,84509A,4,3.75
C539031,22847,-1,14.95
539033,20749,36,6.35
539034,21259,1,5.95
C539035,22461,-1,12.75
539036,16225,24,0.42
C539037,84792,-24,3.81
539038,22108,4,3.75
539039,22797,2,16.95
539040,48138,2,7.95
539041,22422,6,0.65
539042,22311,6,2.95
539043,22420,24,0.42
539044,22646,4,1.45
539045,21086,10,0.65
539046,22086,17,2.95
539047,21868,24,1.25
539048,16225,192,0.42
539049,22507,8,4.95
539050,21069,1,1.25
539051,22720,3,4.95
539052,22831,6,2.95
539053,35653,1,2.95
C539054,84949,-2,1.65
C539055,22890,-12,8.5
539056,M,1,1.45
C539057,21906,-11,6.75
C539058,48129,-10,6.75
C539059,22722,-2,3.95
539064,22218,1,4.25
C539063,22191,-6,8.5
C539065,84880,-8,5.95
C539066,37449,-1,9.95
C539067,22156,-5,0.85
C539068,84032B,-36,1.25
C539069,22635,-2,9.95
539070,21086,11,0.65
C539071,22279,-1,1.25
C539072,22394,-6,2.55
C539073,POST,-1,3.5
539074,22169,1,8.5
539075,21934,1,1.65
539076,22169,16,7.65
539077,21363,9,4.95
539078,20982,24,0.85
539079,15036,12,0.75
539080,21195,48,0.65
539081,22895,1,2.95
539082,84992,24,0.55
539083,22961,12,1.45
539084,84836,12,1.25
539085,22295,48,1.45
539086,84755,32,0.65
539087,85099F,100,1.65
539088,85123A,32,2.55
539089,22273,6,2.95
C539090,22766,-1,2.95
539091,21741,6,2.95
539092,84947,72,1.06
539093,46000M,20,1.55
539094,22840,2,7.95
539095,20725,10,1.65
539096,84949,216,1.45
539098,21631,12,3.95
C539097,22972,-7,1.65
539099,21733,6,2.95
C539100,22766,-2,2.95
539101,79321,200,3.82
539102,22174,408,1.25
539103,72807A,24,3.81
C539104,22662,-3,1.65
539105,85123A,12,2.95
539106,22723,16,3.95
539107,22960,24,3.75
539108,79321,48,4.25
539109,85123A,500,2.55
C539110,22278,-1,4.95
539111,22834,24,0.85
539112,82486,2,7.95
539113,22662,3,1.65
C539114,22667,-3,2.95
539118,46000S,25,1.45
539142,21259,2,5.95
539143,22721,3,4.95
539144,84078A,16,34.95
539160,22378,60,0.85
539181,20658,1,1.25
539185,21393,1,2.1
C539191,21822,-2,1.95
C539195,22942,-5,8.5
539196,20801,6,2.55
539201,22902,12,2.1
539211,72349B,1,2.1
539212,85123A,6,2.95
539213,22502,4,5.95
539214,22197,7,0.85
539215,22738,3,1.65
539216,90145,2,5.95
539217,22630,12,1.95
539218,20761,1,3.75
539219,70006,30,0.42
539220,90012B,1,9.95
C539221,90185B,-3,4.25
539222,22179,6,6.75
539223,90210A,1,1.25
C539224,22656,-1,175.0
539225,22960,12,3.75
539226,84945,60,0.85
539240,21879,12,0.65
539242,22816,24,0.42
539243,84750B,1,1.95
C539244,21427,-1,2.1
539245,22781,1,7.65
539246,21934,1,1.65
539247,22909,4,0.85
539248,22530,24,0.42
539249,85099C,10,1.95
539250,22782,4,9.95
C539251,48116,-2,7.95
539252,10135,40,0.42
C539253,22423,-10,10.95
539254,84946,48,1.25
539255,22636,2,8.5
539256,21754,6,5.95
539257,10135,20,0.42
C539258,21258,-2,10.95
539259,22458,8,2.55
C539260,21258,-7,10.95
539261,85025C,12,1.65
539262,20704,8,1.95
539263,21533,3,4.95
539264,21110,24,1.95
539265,22943,1,4.95
539266,22504,3,12.75
539267,20711,20,1.95
539268,22720,3,4.95
539269,22113,4,3.75
C539270,85040A,-7,1.65
C539271,21843,-1,10.95
539272,22273,12,2.95
C539273,22760,-1,12.75
C539274,22456,-2,4.25
539275,22909,36,0.85
C539276,21559,-1,2.55
C539277,22180,-3,8.5
C539278,22617,-6,4.95
539280,21735,2,12.75
C539279,22168,-2,8.5
539281,22930,6,2.55
539282,22834,24,0.85
539283,22988,12,1.25
C539284,22865,-12,2.1
539285,20970,4,3.75
539286,22943,12,4.95
C539287,85172,-80,0.42
539288,22492,10,0.55
C539289,22960,-3,4.25
539290,22646,4,1.45
539292,21955,10,6.75
539293,84879,24,1.69
C539291,22963,-8,0.85
539294,22976,1,1.25
539295,85014B,4,5.95
539296,22558,12,1.49
539297,21314,8,2.1
539298,22427,3,5.95
539299,21527,4,7.95
539300,84947,6,1.25
C539301,22457,-12,2.95
C539302,22759,-12,1.65
539303,22971,36,2.1
539304,21535,144,2.1
539305,22791,12,1.25
539306,22569,4,3.75
539307,10135,100,0.42
539308,22610,36,0.21
539309,22750,4,3.75
539310,22508,4,3.75
539311,22926,4,5.95
539312,84078A,12,34.95
539313,22721,3,4.95
539314,22427,3,5.95
539315,79321,8,4.95
539316,22591,1,2.55
539317,22150,1,1.95
539318,84992,72,0.55
539319,84997A,18,3.75
539320,84032A,24,2.95
539321,22075,1,1.65
539322,82484,4,6.45
539323,85231B,1,0.85
539324,21931,2,1.95
539325,22720,3,4.95
539326,21217,3,9.95
539327,POST,1,18.0
539328,84823,16,7.95
C539329,20733,-300,0.72
539330,37449,8,8.5
539331,20733,300,0.72
539332,22197,200,0.72
539333,22854,4,4.95
539334,22624,1,8.5
539335,82484,12,5.55
539336,22470,10,2.95
539337,22621,12,1.45
539338,84077,576,0.29
539351,85099C,10,1.95
539353,22960,12,3.75
539374,22722,4,3.95
539379,85014B,3,5.95
539391,22801,4,3.75
539395,22913,6,4.95
539398,22720,6,4.95
539400,21464,6,4.25
539401,21485,15,4.95
C539402,21845,-14,2.95
539403,22722,4,3.95
539404,21528,1,6.95
539405,22960,6,4.25
539406,15056BL,36,5.95
539407,22264,192,0.19
539408,22720,3,4.95
C539409,POST,-1,18.0
539410,79321,24,4.25
539411,22178,24,1.25
539412,21679,3,0.85
539413,22959,12,0.0
539414,21807,3,0.42
539415,22382,10,1.65
539416,22047,25,0.42
539417,22791,12,1.25
539418,21619,12,1.25
539419,48138,10,6.75
539420,21484,36,2.95
539421,22962,12,0.85
539422,85099B,10,1.95
539423,21843,3,10.95
539434,84568,12,0.43
539435,21731,36,1.65
539436,15036,5,1.28
539437,10135,1,2.51
C539438,22655,-1,295.0
539439,16156S,25,0.42
539440,22655,2,125.0
539441,22816,1,0.42
539442,22314,12,2.95
539443,22988,144,1.06
539444,85199L,12,0.65
539445,21539,12,4.95
539446,22834,48,0.85
539447,22630,12,1.95
C539448,20802,-36,0.42
539449,21098,1,1.25
539450,21700,1,0.85
539451,22837,2,9.32
539452,22837,10,4.25
539453,22197,1,1.66
539454,22616,12,0.29
539455,84341B,1,0.85
539456,90154,1,8.95
539457,22481,2,1.25
539458,22903,2,2.95
539459,22189,11,3.95
539460,21731,20,1.65
539461,37449,1,9.95
539462,22900,6,2.95
539463,22910,6,2.95
539464,21730,2,4.95
539465,22697,72,2.55
539466,21880,24,0.19
C539467,22697,-1,2.95
539468,21793,1,6.75
539469,22862,1,4.25
539470,84879,8,1.69
539471,82583,1,2.1
539472,84558A,1,2.95
539473,72802C,6,4.25
539474,84991,1,0.55
539475,21700,1,0.85
C539476,22138,-1,4.95
539477,21992,6,2.95
539478,21259,6,5.95
539479,22380,1,2.1
539480,22091,1,1.25
539481,22174,4,1.65
539482,22418,2,0.85
539483,20969,1,3.75
539484,21034,1,0.95
539485,22802,1,19.95
C539486,22600,-12,0.85
539487,22801,4,3.75
539488,22837,8,4.65
539489,22788,6,9.95
539490,22720,6,4.95
539491,21981,12,0.29
539492,10135,1,2.51
539493,22585,2,1.25
539494,21479,752,0.0
539495,22591,36,0.0
539496,22803,1,39.95
539497,21623,2,9.95
539498,10135,20,0.42
C539499,21231,-3,1.25
539500,72802B,54,3.81
539501,22311,2,2.95
539502,22970,6,2.55
539551,21731,12,1.65
539561,20677,72,1.06
539564,22699,24,2.55
C539565,22649,-4,4.25
C539566,79000,-3,0.65
539567,22560,96,1.06
C539568,82486,-6,7.95
C539569,85048,-6,6.95
539570,85152,12,2.1
539571,22690,2,7.95
539572,22891,6,4.25
C539573,22362,-5,2.95
C539574,22768,-1,9.95
C539575,84949,-36,1.45
C539576,85123A,-24,2.95
C539577,22941,-1,8.5
539578,84992,720,0.4
539579,21955,1,7.95
539580,22511,4,3.75
539581,22116,12,0.85
539582,71477,8,0.0
539583,35400,1,0.0
539584,21491,1,0.0
539585,21009,1,0.0
539586,21110,24,1.95
539587,22699,24,2.55
539588,22835,2,4.65
C539589,D,-1,13.88
539590,21615,12,1.25
539591,21463,48,4.95
539592,22720,3,4.95
539593,22798,8,2.95
539594,22086,40,2.55
539595,22646,2,3.36
C539596,20801,-16,0.75
539597,22302,12,2.55
C539598,21843,-11,9.95
C539599,22810,-6,2.95
C539600,22910,-12,2.95
C539601,22768,-2,9.95
C539602,90211B,-2,5.95
C539603,22198,-1,1.65
539604,79321,24,4.25
C539605,21314,-3,2.1
C539606,84625C,-7,0.85
539607,84997D,6,3.75
C539608,85066,-1,12.75
539609,22623,1,4.95
539610,47566B,1,4.65
539611,85135B,53,0.0
539628,72351A,12,2.1
539629,21464,4,4.25
539630,21484,6,3.45
539631,15036,5,1.28
C539632,21166,-48,1.69
539633,21175,12,2.1
539634,22198,50,1.45
539635,48173C,12,6.75
539636,22961,24,1.45
539637,21682,1,4.95
539638,22139,1,0.0
539639,22900,2,2.95
C539640,20829,-2,2.1
539641,48173C,10,6.75
539642,15056N,2,5.95
539643,51008,3,3.45
C539644,22968,-1,9.95
539645,21034,1,0.95
539646,21034,30,0.95
539647,22098,1,1.25
539648,22659,1,1.95
539649,22189,2,3.95
539650,22603,5,0.85
539651,22049,25,0.42
539653,22809,1,2.95
539654,22413,12,2.95
C539655,84949,-24,1.45
539656,22633,1,2.1
C539657,22348,-12,0.85
539658,85123A,6,2.95
539659,22425,2,4.95
539660,21892,2,1.25
C539661,15036,-48,0.75
539662,22835,8,4.65
539663,84006,2,0.85
539664,22834,12,2.1
539665,21011,2,1.45
539666,84880,12,4.95
C539667,85131A,-6,0.42
539675,22807,12,2.95
539676,20685,2,7.95
539688,C2,1,150.0
C539707,22890,-2,9.95
539708,10135,2,2.51
C539709,84978,-1,1.25
C539710,82483,-1,5.95
C539711,22720,-1,4.95
C539712,POST,-1,5.75
539713,22049,25,0.42
539714,85084,3,0.85
539715,72817,1,1.25
539716,22834,24,0.85
539717,22457,6,2.95
539718,17084N,1,0.43
C539719,82613D,-20,0.42
539720,84879,16,1.69
539721,22616,1296,0.25
539722,21733,6,2.95
539723,21621,10,8.5
539724,22504,30,12.75
539725,22112,3,4.95
C539726,22791,-10,1.25
539727,22933,6,2.95
539728,22693,24,1.25
539729,84562A,1,7.95
539730,22464,12,1.65
539731,21212,240,0.42
539732,22138,6,4.95
539733,22630,1,1.95
539734,85135B,1,7.95
539735,18098c,2,5.06
539736,21035,1,5.91
539737,20615,1,4.21
539738,15056n,2,12.72
539739,15056n,1,12.72
539740,22200,1,8.47
539741,20969,1,7.62
539742,20711,1,4.21
539743,DOT,1,103.57
539744,22412,1,4.21
539745,20655,1,2.51
539746,21066,1,2.51
539747,20970,1,7.62
539748,20978,1,2.51
539749,22734,30,0.0
539750,22110,49,7.62
539751,22834,5,0.85
539752,22215,2,8.5
539753,84683,2,1.25
539754,85150,2,2.55
539755,84968A,1,12.75
C539756,22720,-1,4.95
539758,22357,1,4.25
539759,22514,1,2.1
539760,84077,48,0.29
539761,20705,8,1.95
539762,62018,400,1.25
539764,20704,8,1.95
539766,21889,6,1.25
539825,22111,1,4.95
539826,22723,2,3.95
C539827,22745,-1,2.1
539828,82483,4,5.95
539829,82613D,20,0.42
C539830,22943,-8,4.95
539831,22476,1,4.95
C539832,85123A,-1,2.55
539835,22835,4,4.65
539836,22713,12,0.42
539837,22690,2,7.95
C539838,22198,-10,1.65
539839,22471,1,1.95
539840,21121,24,1.25
539856,22444,1,0.0
C539857,47567B,-1,4.65
539858,84029G,48,3.39
539859,21192,30,1.65
539864,51008,39,3.45
539865,22041,48,2.1
C539866,22300,-3,2.55
539867,85123A,6,2.95
539920,21773,4,1.25
539921,22748,1,2.1
539933,10135,10,1.25
C539943,22892,-1,1.25
C539944,22776,-1,9.95
C539945,84970S,-1,0.85
539946,22326,6,2.95
C539947,21363,-6,4.95
C539948,21888,-4,3.75
C539949,22083,-6,2.95
C539950,85099C,-1,1.95
539951,85104,1,2.95
539952,72351A,2,2.1
539953,85018D,1,2.55
539954,72802A,12,3.81
539955,20712,1,5.06
C539956,35004C,-15,4.65
539957,22138,3,4.95
539958,20856,5,1.66
539978,21199,48,0.42
539979,21191,2,2.1
539980,35001W,-36,0.0
539981,21155,6,2.1
539982,22746,1,2.1
C539983,82483,-6,4.95
539984,C2,1,50.0
539985,84029G,24,3.39
539986,22302,5,2.55
539987,90160C,1,6.95
539988,16206B,2,1.25
539989,22727,1,3.75
539990,22349,1,3.75
539991,84029G,1,3.75
539992,21470,1,3.75
539993,22386,10,1.95
539994,22830,-1,0.0
539995,85064,-12,0.0
539996,21784,-10,0.0
539997,84689,5,0.0
539998,84675,2,0.0
539999,20892,-1,0.0
540000,84499,-9,0.0
540001,21733,32,2.55
540002,21911,12,1.65
540003,84970S,12,0.85
540004,84946,72,1.06
540005,84813,8,3.95
C540006,21306,-1,2.1
C540007,21055,-6,8.95
540008,85230F,-48,0.0
540009,22158,-120,0.0
540010,22501,-100,0.0
540011,22501,30,0.0
540012,22502,-100,0.0
540013,22794,1,7.95
540014,21654,1,1.45
540015,22985,25,0.42
540016,22862,8,4.25
540017,22222,12,1.95
540018,90112,2,0.0
540019,84992,24,0.55
540020,21621,4,8.5
540021,20668,24,0.12
540022,22647,36,0.42
540023,22315,1,1.25
540024,15056N,4,5.95
540025,21631,12,3.95
540026,22215,1,16.98
540027,82551,12,1.45
540028,21258,2,12.75
540029,22207,24,3.75
C540030,22070,-24,3.75
540031,21907,2,2.1
540032,22722,8,3.95
540033,47591D,25,1.65
540040,22264,48,0.19
540043,84879,16,1.69
C540057,POST,-1,40.0
540059,70006,120,0.42
540060,22722,4,3.95
540073,22720,4,4.95
540093,21733,1,2.95
540094,22782,4,9.95
540095,47590B,2,5.45
540096,21615,12,1.25
C540097,22835,-4,4.65
540098,22084,2,2.95
540099,22844,3,8.5
540100,22837,-106,0.0
C540109,85071A,-150,2.95
C540112,21735,-18,10.95
540113,22776,1,9.95
540114,22865,36,2.1
540115,22021,6,1.65
540116,22202,1,7.62
C540117,AMAZONFEE,-1,16888.02
C540118,AMAZONFEE,-1,16453.71
540119,22865,-60,0.0
540120,22720,6,4.95
540121,21632,12,3.95
540122,22473,40,1.95
540126,21109,48,1.95
540130,85123A,128,2.55
C540129,22352,-3,2.55
C540142,22667,-2,2.95
540146,84968C,1,12.75
540148,21110,24,1.95
540149,84992,24,0.55
540150,22503,3,12.75
C540151,21843,-1,10.95
C540152,22666,-1,2.95
540153,85123A,32,2.55
540154,21873,1,1.66
C540155,72802B,-54,3.81
C540156,21843,-1,10.95
540157,22242,96,1.45
C540158,22968,-2,9.95
540159,84817,48,0.42
540160,84997B,216,3.39
540161,85123A,7,2.95
540162,21749,6,2.1
540163,21985,48,0.29
C540164,85049A,-12,1.25
C540165,84817,-1,2.1
540166,85099F,100,1.65
540167,84916,10,1.25
540168,22241,6,1.25
540169,22187,1,4.25
540170,21314,24,2.1
C540171,D,-1,22.97
540172,21292,16,0.85
540173,22469,80,1.45
540174,79321,24,4.25
540175,79321,480,3.98
540176,79321,24,4.25
540178,22966,12,1.25
C540177,22781,-4,7.65
540179,22470,4,2.95
540180,85123A,2,2.95
540181,84945,192,0.72
540182,10135,20,0.42
540183,21754,12,5.95
540184,22782,4,9.95
540185,48194,1,7.95
540186,21749,2,2.1
540187,22027,12,0.42
540188,72741,9,1.45
540227,22472,1,4.95
540238,21112,2,2.51
540239,21977,24,0.55
540240,21879,24,0.19
540241,35957,-939,0.0
540242,22521,1,0.85
C540243,22851,-1,0.85
C540244,71459,-1,0.85
540245,21787,144,0.65
C540246,22423,-1,12.75
540247,20785,1,39.95
540248,22457,6,2.95
540249,22966,12,1.25
C540250,79321,-1,4.25
540251,84968E,1,12.75
540252,22198,-100,0.0
540253,21524,30,6.75
540255,21774,2,1.28
540256,35957,35,0.0
